xml_id,div_type,chapter,text_preview,text_full,category_primary,category_secondary,cultural_markers,notes
p00282,chapter,2,"They had put up various posters: a British Museum poster from the Koran, intricate and geometric, a Tate advertisement for a Turner exhibition.","They had put up various posters: a British Museum poster from the Koran, intricate and geometric, a Tate advertisement for a Turner exhibition.",,,,
p00283,chapter,2,Roland possessed three images of Randolph Henry Ash.,Roland possessed three images of Randolph Henry Ash.,,,,
p00284,chapter,2,"One, a photograph of the death mask, which was one of the central pieces in the Stant Collection of Harmony City, stood on his desk.","One, a photograph of the death mask, which was one of the central pieces in the Stant Collection of Harmony City, stood on his desk.",,,,
p00285,chapter,2,"There was a puzzle about how this bleak, broad-browed carved head had come into existence, since there also existed a photograph of the poet in his last sleep, still patriarchally bearded.","There was a puzzle about how this bleak, broad-browed carved head had come into existence, since there also existed a photograph of the poet in his last sleep, still patriarchally bearded.",,,,
p00286,chapter,2,"Who had shaved him, when?","Who had shaved him, when?",,,,
p00287,chapter,2,"Roland had wondered, and Mortimer Cropper had asked in his biography, The Great Ventriloquist, without finding an answer.","Roland had wondered, and Mortimer Cropper had asked in his biography, The Great Ventriloquist, without finding an answer.",,,,
p00288,chapter,2,"His other two portraits were photographic copies, made to order, of the two portraits of Ash in the National Portrait Gallery.","His other two portraits were photographic copies, made to order, of the two portraits of Ash in the National Portrait Gallery.",,,,
p00289,chapter,2,Val had banished these to the dark of the hall.,Val had banished these to the dark of the hall.,,,,
p00290,chapter,2,"She said she did not want him staring at her, she wanted a bit of her life to herself, without having to share it with Randolph Ash.","She said she did not want him staring at her, she wanted a bit of her life to herself, without having to share it with Randolph Ash.",,,,
p00291,chapter,2,In the dark hall the pictures were difficult to see.,In the dark hall the pictures were difficult to see.,,,,
p00292,chapter,2,One was by Manet and one was by G.,One was by Manet and one was by G.,,,,
p00293,chapter,2,F.,F.,,,,
p00294,chapter,2,Watts.,Watts.,,,,
p00295,chapter,2,"The Manet had been painted when the painter was in England in 1867, and had some things in common with his portrait of Zola.","The Manet had been painted when the painter was in England in 1867, and had some things in common with his portrait of Zola.",,,,
p00296,chapter,2,"He had shown Ash, whom he had met previously in Paris, sitting at his desk, in a three-quarters profile, in a carved mahogany chair.","He had shown Ash, whom he had met previously in Paris, sitting at his desk, in a three-quarters profile, in a carved mahogany chair.",,,,
p00297,chapter,2,"Behind him was a kind of triptych with ferny foliage, to the left and right, enclosing a watery space in which rosy and silver fish shone between pondweeds.","Behind him was a kind of triptych with ferny foliage, to the left and right, enclosing a watery space in which rosy and silver fish shone between pondweeds.",,,,
p00298,chapter,2,"The effect was partly to set the poet amongst the roots of a wood or forest, until, as Mortimer Cropper had pointed out, one realised that the background was one of those compartmentalised Wardian cases, in which the Victorians grew plants in controlled environments, or created self-sustaining ponds, in order to study the physiology of plants and fishes.","The effect was partly to set the poet amongst the roots of a wood or forest, until, as Mortimer Cropper had pointed out, one realised that the background was one of those compartmentalised Wardian cases, in which the Victorians grew plants in controlled environments, or created self-sustaining ponds, in order to study the physiology of plants and fishes.",,,,
p00299,chapter,2,"Manet’s Ash was dark, powerful, with deepset eyes under a strong brow, a vigorous beard and a look of confident private amusement.","Manet’s Ash was dark, powerful, with deepset eyes under a strong brow, a vigorous beard and a look of confident private amusement.",,,,
p00300,chapter,2,"He looked watchful and intelligent, not ready to move in a hurry.","He looked watchful and intelligent, not ready to move in a hurry.",,,,
p00301,chapter,2,"In front of him on his desk were disposed various objects, an elegant and masterly still life to complement the strong head and the ambivalent natural growths.","In front of him on his desk were disposed various objects, an elegant and masterly still life to complement the strong head and the ambivalent natural growths.",,,,
p00302,chapter,2,"There was a heap of rough geological specimens, including two almost spherical stones, a little like cannon balls, one black and one a sulphurous yellow, some ammonites and trilobites, a large crystal ball, a green glass inkwell, the articulated skeleton of a cat, a heap of books, two of which could be seen to be the Divina Commedia and Faust, and an hourglass in a wooden frame.","There was a heap of rough geological specimens, including two almost spherical stones, a little like cannon balls, one black and one a sulphurous yellow, some ammonites and trilobites, a large crystal ball, a green glass inkwell, the articulated skeleton of a cat, a heap of books, two of which could be seen to be the Divina Commedia and Faust, and an hourglass in a wooden frame.",,,,
p00303,chapter,2,"Of these, the inkwell, the crystal ball, the hourglass, the two named books and two of the others, which had been painstakingly identified as Quixote and Lyell’s","Of these, the inkwell, the crystal ball, the hourglass, the two named books and two of the others, which had been painstakingly identified as Quixote and Lyell’s",,,,
p00304,chapter,2,"Geology, were now in the Stant Collection, where a room had been arranged, Wardian cases and all, to resemble the Manet setting.","Geology, were now in the Stant Collection, where a room had been arranged, Wardian cases and all, to resemble the Manet setting.",,,,
p00305,chapter,2,"The chair had also been collected, and the desk itself.","The chair had also been collected, and the desk itself.",,,,
p00306,chapter,2,The portrait by Watts was mistier and less authoritative.,The portrait by Watts was mistier and less authoritative.,,,,
p00307,chapter,2,"It had been painted in 1876 and showed an older and more ethereal poet, his head rising, as is common with Watts ‘s portraits, from a vague dark column of a body into a spiritual light.","It had been painted in 1876 and showed an older and more ethereal poet, his head rising, as is common with Watts ‘s portraits, from a vague dark column of a body into a spiritual light.",,,,
p00308,chapter,2,There was a background but it had darkened.,There was a background but it had darkened.,,,,
p00309,chapter,2,In the original portrait it could be vaguely made out as a kind of craggy wild place; in this photographic reproduction it was no more than thickenings and glimmerings in the black.,In the original portrait it could be vaguely made out as a kind of craggy wild place; in this photographic reproduction it was no more than thickenings and glimmerings in the black.,,,,
p00310,chapter,2,"The important features of this image were the eyes, which were large and gleaming, and the beard, a riverful of silvers and creams, whites and blue-greys, channels and forks resembling da Vinci’s turbulences, the apparent source of light.","The important features of this image were the eyes, which were large and gleaming, and the beard, a riverful of silvers and creams, whites and blue-greys, channels and forks resembling da Vinci’s turbulences, the apparent source of light.",,,,
p00311,chapter,2,"Even in the photograph, it shone.","Even in the photograph, it shone.",,,,
p00312,chapter,2,"Roland considered Randolph Ash, who had always looked so self-possessed, so all-of-a-piece.","Roland considered Randolph Ash, who had always looked so self-possessed, so all-of-a-piece.",,,,
p00313,chapter,2,"The look of amusement Manet had captured now took on an almost teasing aspect, a challenge: “So you think you know me?” And the urgency of the unfinished letters gave a new energy to the solid dark body, as though it might after all be capable of violent movement.","The look of amusement Manet had captured now took on an almost teasing aspect, a challenge: “So you think you know me?” And the urgency of the unfinished letters gave a new energy to the solid dark body, as though it might after all be capable of violent movement.",,,,
p00314,chapter,2,"The known Ash shifted a little, and Roland felt flickers of excitement of his own.","The known Ash shifted a little, and Roland felt flickers of excitement of his own.",,,,
p00315,chapter,2,A kind of readiness.,A kind of readiness.,,,,
p00316,chapter,2,A kind of fear.,A kind of fear.,,,,
p00317,chapter,2,"At the end of the room the window opened onto a little yard, with steps to the garden, which was visible between railings in the upper third of their window.","At the end of the room the window opened onto a little yard, with steps to the garden, which was visible between railings in the upper third of their window.",,,,
p00318,chapter,2,"Their flat was described as a garden flat when they came to see it, which was the only occasion on which they were asked to come into the garden, into which they were later told they had no right of entry.","Their flat was described as a garden flat when they came to see it, which was the only occasion on which they were asked to come into the garden, into which they were later told they had no right of entry.",,,,
p00319,chapter,2,"They were not even allowed to attempt to grow things in tubs in their black area, for reasons vague but peremptory, put forward by their landlady, an octogenarian Mrs Irving, who inhabited the three floors above them in a rank civet fug amongst unnumbered cats, and who kept the garden as bright and wholesome and well ordered as her livingroom was sparse and decomposing.","They were not even allowed to attempt to grow things in tubs in their black area, for reasons vague but peremptory, put forward by their landlady, an octogenarian Mrs Irving, who inhabited the three floors above them in a rank civet fug amongst unnumbered cats, and who kept the garden as bright and wholesome and well ordered as her livingroom was sparse and decomposing.",,,,
p00320,chapter,2,"She had enticed them in like an old witch, Val said, by talking volubly to them in the garden about the quietness of the place, giving them each a small, gold, furry apricot from the espaliered trees along the curving brick wall.","She had enticed them in like an old witch, Val said, by talking volubly to them in the garden about the quietness of the place, giving them each a small, gold, furry apricot from the espaliered trees along the curving brick wall.",,,,
p00321,chapter,2,"The garden was long, thin, bowery, with sunny spots of grass, surrounded by little box hedges, its air full of roses, swarthy damask, thick ivory, floating pink, its borders restraining fantastic striped and spotted lilies, curling bronze and gold, bold and hot and rich.","The garden was long, thin, bowery, with sunny spots of grass, surrounded by little box hedges, its air full of roses, swarthy damask, thick ivory, floating pink, its borders restraining fantastic striped and spotted lilies, curling bronze and gold, bold and hot and rich.",,,,
p00322,chapter,2,And forbidden.,And forbidden.,,,,
p00323,chapter,2,"But they did not know that in the beginning, as Mrs Irving expatiated in her cracked and gracious voice on the high brick wall which dated from the Civil War, when it had formed one boundary of General Fairfax’s lands.","But they did not know that in the beginning, as Mrs Irving expatiated in her cracked and gracious voice on the high brick wall which dated from the Civil War, when it had formed one boundary of General Fairfax’s lands.",,,,
p00324,chapter,2,Randolph Henry Ash had written a poem purporting to be spoken by a Digger in Putney.,Randolph Henry Ash had written a poem purporting to be spoken by a Digger in Putney.,,,,
p00325,chapter,2,"He had even come there to look at the river at low tide, it was in Ellen Ash’s Journal, they had brought a picnic of chicken and parsley pie.","He had even come there to look at the river at low tide, it was in Ellen Ash’s Journal, they had brought a picnic of chicken and parsley pie.",,,,
p00326,chapter,2,"That fact, and the conjunction of Marvell’s patron, Fairfax, with the existence of the walled garden of fruit and flowers were enough to tempt Roland and Val into the garden flat, with its prohibited view.","That fact, and the conjunction of Marvell’s patron, Fairfax, with the existence of the walled garden of fruit and flowers were enough to tempt Roland and Val into the garden flat, with its prohibited view.",,,,
p00327,chapter,2,In spring their window was lit from above by the yellow glow of a thick row of bright daffodils.,In spring their window was lit from above by the yellow glow of a thick row of bright daffodils.,,,,
p00328,chapter,2,"Tendrils of Virginia creeper crept down as far as the window-frame, and progressed on little circular suckers across the glass, at huge vegetable speed.","Tendrils of Virginia creeper crept down as far as the window-frame, and progressed on little circular suckers across the glass, at huge vegetable speed.",,,,
p00329,chapter,2,"Swathes of jasmine, loose from a prolifically flowering specimen on the edge of the house, occasionally fell over their railing, with their sweet scent, before Mrs Irving, clothed in her gardening gear of Wellingtons and apron over the seated and threadbare tweed suit in which she had first enticed them in, came and bound these back.","Swathes of jasmine, loose from a prolifically flowering specimen on the edge of the house, occasionally fell over their railing, with their sweet scent, before Mrs Irving, clothed in her gardening gear of Wellingtons and apron over the seated and threadbare tweed suit in which she had first enticed them in, came and bound these back.",,,,
p00330,chapter,2,"Roland had once asked her if he could help in the garden, in exchange for the right to sit there sometimes.","Roland had once asked her if he could help in the garden, in exchange for the right to sit there sometimes.",,,,
p00331,chapter,2,"He had been told that he didn’t know the first thing about it, that the young were all the same, destructive and careless, that Mrs Irving set a value on her privacy.","He had been told that he didn’t know the first thing about it, that the young were all the same, destructive and careless, that Mrs Irving set a value on her privacy.",,,,
p00332,chapter,2,"“You would think,” said Val, “that the cats would do the garden no good.” That was before they found the patches of damp on their own kitchen and bathroom ceilings, which, when touched with a finger, smelled unmistakably of cat-piss.","“You would think,” said Val, “that the cats would do the garden no good.” That was before they found the patches of damp on their own kitchen and bathroom ceilings, which, when touched with a finger, smelled unmistakably of cat-piss.",,,,
p00333,chapter,2,"The cats too, were under prohibition, confined to quarters.","The cats too, were under prohibition, confined to quarters.",,,,
p00334,chapter,2,"Roland thought they ought to look for somewhere else, but held back from proposing it, because he was not the breadwinner, and because he didn’t want to do anything so decisive, in terms of himself and Val.","Roland thought they ought to look for somewhere else, but held back from proposing it, because he was not the breadwinner, and because he didn’t want to do anything so decisive, in terms of himself and Val.",,,,
p00335,chapter,2,"Val put before him grilled marinated lamb, ratatouille and hot Greek bread.","Val put before him grilled marinated lamb, ratatouille and hot Greek bread.",,,,
p00336,chapter,2,"He said, “Shall I get a bottle of wine?” and Val said, disagreeably and truthfully, “You should have thought of that some time back; it’ll all go cold.” They ate at a card-table, which they unfolded and folded again, after.","He said, “Shall I get a bottle of wine?” and Val said, disagreeably and truthfully, “You should have thought of that some time back; it’ll all go cold.” They ate at a card-table, which they unfolded and folded again, after.",,,,
p00337,chapter,2,"“I made an amazing discovery today,” he told her.","“I made an amazing discovery today,” he told her.",,,,
p00338,chapter,2,“Oh?” “I was in the London Library.,“Oh?” “I was in the London Library.,,,,
p00339,chapter,2,They’ve got R.,They’ve got R.,,,,
p00340,chapter,2,H.,H.,,,,
p00341,chapter,2,Ash’s Vico.,Ash’s Vico.,,,,
p00342,chapter,2,His own copy.,His own copy.,,,,
p00343,chapter,2,They keep it in the safe.,They keep it in the safe.,,,,
p00344,chapter,2,"I had it brought up and it was absolutely bursting at the seams with his own notes, all tucked in, on the backs of bills and things.","I had it brought up and it was absolutely bursting at the seams with his own notes, all tucked in, on the backs of bills and things.",,,,
p00345,chapter,2,"And I’m ninety per cent sure no one had looked at them, ever, not since he put them there, because all the edges were black and the lines coincided…” “How interesting.” Flatly.","And I’m ninety per cent sure no one had looked at them, ever, not since he put them there, because all the edges were black and the lines coincided…” “How interesting.” Flatly.",,,,
p00346,chapter,2,“It might change the face of scholarship.,“It might change the face of scholarship.,,,,
p00347,chapter,2,It could.,It could.,,,,
p00348,chapter,2,"They let me read them, they didn’t take it away.","They let me read them, they didn’t take it away.",,,,
p00349,chapter,2,I’m sure no one knew it was all there.” “I expect they didn’t.” “I’ll have to tell Blackadder.,I’m sure no one knew it was all there.” “I expect they didn’t.” “I’ll have to tell Blackadder.,,,,
p00350,chapter,2,"He’ll want to see how important it is, make sure Cropper hasn’t been there…” “I expect he will, yes.” It was a bad mood.","He’ll want to see how important it is, make sure Cropper hasn’t been there…” “I expect he will, yes.” It was a bad mood.",,,,
p00351,chapter,2,"“I’m sorry, Val, I’m sorry to bore you.","“I’m sorry, Val, I’m sorry to bore you.",,,,
p00352,chapter,2,It does look exciting.” “That depends what turns you on.,It does look exciting.” “That depends what turns you on.,,,,
p00353,chapter,2,"We all have our little pleasures of different kinds, I suppose.” “I can write it up.","We all have our little pleasures of different kinds, I suppose.” “I can write it up.",,,,
p00354,chapter,2,An article.,An article.,,,,
p00355,chapter,2,A solid discovery.,A solid discovery.,,,,
p00356,chapter,2,"Make me a better job prospect.” “There aren’t any jobs.” She added, “And if there are, they go to Fergus Wolff.” He knew his Val: he had watched her honourably try to prevent herself from adding that last remark.","Make me a better job prospect.” “There aren’t any jobs.” She added, “And if there are, they go to Fergus Wolff.” He knew his Val: he had watched her honourably try to prevent herself from adding that last remark.",,,,
p00357,chapter,2,"“If you really think what I do is so unimportant…” “You do what turns you on,” said Val.","“If you really think what I do is so unimportant…” “You do what turns you on,” said Val.",,,,
p00358,chapter,2,"“Everyone does, if they’re lucky, if there is anything that turns them on.","“Everyone does, if they’re lucky, if there is anything that turns them on.",,,,
p00359,chapter,2,You have this thing about this dead man.,You have this thing about this dead man.,,,,
p00360,chapter,2,Who had a thing about dead people.,Who had a thing about dead people.,,,,
p00361,chapter,2,That’s OK but not everyone is very bothered about all that.,That’s OK but not everyone is very bothered about all that.,,,,
p00362,chapter,2,"I see some things, from my menial vantage point.","I see some things, from my menial vantage point.",,,,
p00363,chapter,2,"Last week, when I was in that ceramics export place, I found some photographs under a file in my boss’s desk.","Last week, when I was in that ceramics export place, I found some photographs under a file in my boss’s desk.",,,,
p00364,chapter,2,Things being done to little boys.,Things being done to little boys.,,,,
p00365,chapter,2,"With chains and gags and-dirt- This week, ever so efficiently filing records for this surgeon, I just happened to come across a sixteen-year-old who had his leg off last yearthey’re fitting him with an artificial one, it takes months, they’re incredibly slow-and it’s started up for certain now in his other leg, he doesn’t know, but I know, I know lots of things.","With chains and gags and-dirt- This week, ever so efficiently filing records for this surgeon, I just happened to come across a sixteen-year-old who had his leg off last yearthey’re fitting him with an artificial one, it takes months, they’re incredibly slow-and it’s started up for certain now in his other leg, he doesn’t know, but I know, I know lots of things.",,,,
p00366,chapter,2,"None of them fit together, none of them makes any sense.","None of them fit together, none of them makes any sense.",,,,
p00367,chapter,2,"There was a man who went off to Amsterdam to buy some diamonds, I helped his secretary book his ticket, first class, and his limousine, smooth as clockwork, and as he’s walking along a canal admiring the housefronts someone stabs him in the back, destroys a kidney, gangrene sets in, now he’s dead.","There was a man who went off to Amsterdam to buy some diamonds, I helped his secretary book his ticket, first class, and his limousine, smooth as clockwork, and as he’s walking along a canal admiring the housefronts someone stabs him in the back, destroys a kidney, gangrene sets in, now he’s dead.",,,,
p00368,chapter,2,Just like that.,Just like that.,,,,
p00369,chapter,2,"Chaps like those use my menial services, here today, gone tomorrow.","Chaps like those use my menial services, here today, gone tomorrow.",,,,
p00370,chapter,2,Randolph Henry Ash wrote long ago.,Randolph Henry Ash wrote long ago.,,,,
p00371,chapter,2,"Forgive me if I don’t care what he wrote in his Vico.” “Oh, Val, such horrible things, you never say-” “Oh, it’s all very interesting, my menial keyhole observations, make no mistake.","Forgive me if I don’t care what he wrote in his Vico.” “Oh, Val, such horrible things, you never say-” “Oh, it’s all very interesting, my menial keyhole observations, make no mistake.",,,,
p00372,chapter,2,Just it doesn’t make sense and it leaves me nowhere.,Just it doesn’t make sense and it leaves me nowhere.,,,,
p00373,chapter,2,"I suppose I envy you, piecing together old Ash’s world-picture.","I suppose I envy you, piecing together old Ash’s world-picture.",,,,
p00374,chapter,2,"Only where does that leave you, old Mole?","Only where does that leave you, old Mole?",,,,
p00375,chapter,2,What’s your worldpicture?,What’s your worldpicture?,,,,
p00376,chapter,2,"And how are you ever going to afford to get us away from dripping cat-piss and being on top of each other?’* Something had upset her, Roland reasonably deduced.","And how are you ever going to afford to get us away from dripping cat-piss and being on top of each other?’* Something had upset her, Roland reasonably deduced.",,,,
p00377,chapter,2,"Something that had caused her to use the phrase “turn you on” several times, which was uncharacteristic.","Something that had caused her to use the phrase “turn you on” several times, which was uncharacteristic.",,,,
p00378,chapter,2,Perhaps someone had grabbed her.,Perhaps someone had grabbed her.,,,,
p00379,chapter,2,Or had not done so.,Or had not done so.,,,,
p00380,chapter,2,"No, that was unworthy.","No, that was unworthy.",,,,
p00381,chapter,2,"Anger and petulance did turn her on, he knew.","Anger and petulance did turn her on, he knew.",,,,
p00382,chapter,2,He knew more than was quite good for him about Val.,He knew more than was quite good for him about Val.,,,,
p00383,chapter,2,"He went across and stroked the nape of her neck, and she sniffed and stiffened and then relaxed.","He went across and stroked the nape of her neck, and she sniffed and stiffened and then relaxed.",,,,
p00384,chapter,2,"After a bit, they moved over to the bed.","After a bit, they moved over to the bed.",,,,
p00385,chapter,2,"He had not told her, and could not tell her, about his secret theft.","He had not told her, and could not tell her, about his secret theft.",,,,
p00386,chapter,2,"Late that night, he looked at the letters again, in the bathroom.","Late that night, he looked at the letters again, in the bathroom.",,,,
p00387,chapter,2,"“Dear Madam, Since our extraordinary conversation I have thought of nothing else.” “Dear Madam, Since our pleasant and unexpected conversation I have thought of little else.” Urgent, unfinished.","“Dear Madam, Since our extraordinary conversation I have thought of nothing else.” “Dear Madam, Since our pleasant and unexpected conversation I have thought of little else.” Urgent, unfinished.",,,,
p00388,chapter,2,Shocking.,Shocking.,,,,
p00389,chapter,2,"Roland had never been much interested in Randolph Henry Ash’s vanished body; he did not spend time visiting his house in Russell Street, or sitting where he had sat, on stone garden seats; that was Cropper’s style.","Roland had never been much interested in Randolph Henry Ash’s vanished body; he did not spend time visiting his house in Russell Street, or sitting where he had sat, on stone garden seats; that was Cropper’s style.",,,,
p00390,chapter,2,"What Roland liked was his knowledge of the movements of Ash’s mind, stalked through the twists and turns of his syntax, suddenly sharp and clear in an unexpected epithet.","What Roland liked was his knowledge of the movements of Ash’s mind, stalked through the twists and turns of his syntax, suddenly sharp and clear in an unexpected epithet.",,,,
p00391,chapter,2,"But these dead letters troubled him, physically even, because they were only beginnings.","But these dead letters troubled him, physically even, because they were only beginnings.",,,,
p00392,chapter,2,"He did not imagine Randolph Henry Ash, his pen moving rapidly across the paper, but he did have the thought of the pads of the long-dead fingers that had held and folded these halfcovered sheets, before preserving them in the book, instead of jettisoning them.","He did not imagine Randolph Henry Ash, his pen moving rapidly across the paper, but he did have the thought of the pads of the long-dead fingers that had held and folded these halfcovered sheets, before preserving them in the book, instead of jettisoning them.",,,,
p00393,chapter,2,Who?,Who?,,,,
p00394,chapter,2,He must try to find out.,He must try to find out.,,,,
p00395,chapter,3,"In this dim place The creeping Nidhogg, with his sooty scales Gnaws at the great Tree’s root, and makes his nest, Curled in the knotted maze on which he feeds","In this dim place The creeping Nidhogg, with his sooty scales Gnaws at the great Tree’s root, and makes his nest, Curled in the knotted maze on which he feeds",,,,
p00396,chapter,3,-R.,-R.,,,,
p00397,chapter,3,H.,H.,,,,
p00398,chapter,3,"ASH, Ragnarôk III","ASH, Ragnarôk III",,,,
p00399,chapter,3,"Roland went to Bloomsbury on his bicycle next morning, setting off very early when Val was still applying her workaday face.","Roland went to Bloomsbury on his bicycle next morning, setting off very early when Val was still applying her workaday face.",,,,
p00400,chapter,3,"He went weaving perilously through and through the stinking five-mile worm of traffic across Putney Bridge, along the Embankment, through Parliament Square.","He went weaving perilously through and through the stinking five-mile worm of traffic across Putney Bridge, along the Embankment, through Parliament Square.",,,,
p00401,chapter,3,"He had no office in his old college, but inhabited an office on sufferance, for his few hours’ part-time teaching.","He had no office in his old college, but inhabited an office on sufferance, for his few hours’ part-time teaching.",,,,
p00402,chapter,3,"Here, in an empty silence, he unpacked his bicycle panniers and went up to the pantry where the bulk of the Xerox squatted amongst unsavoury tea-towels beside a tea-stained sink.","Here, in an empty silence, he unpacked his bicycle panniers and went up to the pantry where the bulk of the Xerox squatted amongst unsavoury tea-towels beside a tea-stained sink.",,,,
p00403,chapter,3,"Whilst the machine warmed up, in the dim and hum of the extractor fan, he took out his two letters and read them again.","Whilst the machine warmed up, in the dim and hum of the extractor fan, he took out his two letters and read them again.",,,,
p00404,chapter,3,"Then he spread them face down, to be scryed on the black glass, under which the rods of green light floated and passed.","Then he spread them face down, to be scryed on the black glass, under which the rods of green light floated and passed.",,,,
p00405,chapter,3,"And the machine spat out, hot and chemical-scented, spectrograms of those writings, black-rimmed by imaged empty space as the originals were edged by a century’s dust.","And the machine spat out, hot and chemical-scented, spectrograms of those writings, black-rimmed by imaged empty space as the originals were edged by a century’s dust.",,,,
p00406,chapter,3,He was honest: he wrote his debt in the departmental notebook on the draining board.,He was honest: he wrote his debt in the departmental notebook on the draining board.,,,,
p00407,chapter,3,"Roland Michell, 2 sheets, iop.","Roland Michell, 2 sheets, iop.",,,,
p00408,chapter,3,He was dishonest.,He was dishonest.,,,,
p00409,chapter,3,He now had a fair copy and could slip the letters back unremarked into the London Library Vico.,He now had a fair copy and could slip the letters back unremarked into the London Library Vico.,,,,
p00410,chapter,3,But he did not want to.,But he did not want to.,,,,
p00411,chapter,3,He felt they were his.,He felt they were his.,,,,
p00412,chapter,3,"He had always slightly despised those enchanted by things touched by the great: Balzac’s ornate walkingstick, Robert Louis Stevenson’s flageolet, a black lace mantilla once worn by George Eliot.","He had always slightly despised those enchanted by things touched by the great: Balzac’s ornate walkingstick, Robert Louis Stevenson’s flageolet, a black lace mantilla once worn by George Eliot.",,,,
p00413,chapter,3,"Mortimer Cropper was in the habit of drawing Randolph Henry Ash’s large gold watch from an inner fob pocket, and arranging his time by Ash’s timepiece.","Mortimer Cropper was in the habit of drawing Randolph Henry Ash’s large gold watch from an inner fob pocket, and arranging his time by Ash’s timepiece.",,,,
p00414,chapter,3,"Roland’s Xeroxes were cleaner and clearer than the faded coppery-grey script of the originals; indeed the copy-ink had a black and gleaming freshness, the machine’s rollers must have been newly inked.","Roland’s Xeroxes were cleaner and clearer than the faded coppery-grey script of the originals; indeed the copy-ink had a black and gleaming freshness, the machine’s rollers must have been newly inked.",,,,
p00415,chapter,3,But he wanted the originals.,But he wanted the originals.,,,,
p00416,chapter,3,When Dr Williams’s library opened he presented himself and asked to see the manuscript of Crabb Robinson’s monumental Diary.,When Dr Williams’s library opened he presented himself and asked to see the manuscript of Crabb Robinson’s monumental Diary.,,,,
p00417,chapter,3,"He had been there before, but had to use Blackadder’s name, to remind them, though he had no idea of showing Blackadder what he had found, not yet at least, not until his own curiosity was satisfied and the papers restored.","He had been there before, but had to use Blackadder’s name, to remind them, though he had no idea of showing Blackadder what he had found, not yet at least, not until his own curiosity was satisfied and the papers restored.",,,,
p00418,chapter,3,"He started reading in 1856, the year of publication oîGods, Men and Heroes, which Crabb Robinson, indefatigable, had read and commented on.","He started reading in 1856, the year of publication oîGods, Men and Heroes, which Crabb Robinson, indefatigable, had read and commented on.",,,,
p00419,chapter,3,JUNE 4 Read several dramatic poems from Randolph Ash’s new book.,JUNE 4 Read several dramatic poems from Randolph Ash’s new book.,,,,
p00420,chapter,3,"I noted particularly those purporting to be spoken by Augustine of Hippo, the ninth-century Saxon monk,","I noted particularly those purporting to be spoken by Augustine of Hippo, the ninth-century Saxon monk,",,,,
p00421,chapter,3,"Gotteschalk, and “Neighbour Pliable” from Pilgrim’s Progress.","Gotteschalk, and “Neighbour Pliable” from Pilgrim’s Progress.",,,,
p00422,chapter,3,"Also a singular evocation of Franz Mesmer and the young Mozart playing their glass harmonica at the court of the Archduke in Vienna, full of sounds and strange airs, excellently conceived and embodied.","Also a singular evocation of Franz Mesmer and the young Mozart playing their glass harmonica at the court of the Archduke in Vienna, full of sounds and strange airs, excellently conceived and embodied.",,,,
p00423,chapter,3,"This Gotteschalk, a precursor of Luther, even to renouncing his Vows, might be thought in his intransigent predestinarian vision to figure some of the later Evangelicals of our day, and Neighbour Pliable perhaps a satire upon those like myself, who believe that Christianity does not consist in the idolatrous presence of the Deity in a piece of bread, nor yet in the five points of metaphysic faith.","This Gotteschalk, a precursor of Luther, even to renouncing his Vows, might be thought in his intransigent predestinarian vision to figure some of the later Evangelicals of our day, and Neighbour Pliable perhaps a satire upon those like myself, who believe that Christianity does not consist in the idolatrous presence of the Deity in a piece of bread, nor yet in the five points of metaphysic faith.",,,,
p00424,chapter,3,"As is his wont, Ash treats Pliable, with whom he might be supposed to sympathise, with more apparent spleen than he directs towards his monstrous monk whose ravings have a certain real sublimity.","As is his wont, Ash treats Pliable, with whom he might be supposed to sympathise, with more apparent spleen than he directs towards his monstrous monk whose ravings have a certain real sublimity.",,,,
p00425,chapter,3,It is difficult to know where to have Randolph Ash.,It is difficult to know where to have Randolph Ash.,,,,
p00426,chapter,3,I fear he will never become a popular poet.,I fear he will never become a popular poet.,,,,
p00427,chapter,3,"His evocation of the Black Forest in “Gotteschalk” is very fine, but how many of the public are prepared to endure his theological strictures to come to it?","His evocation of the Black Forest in “Gotteschalk” is very fine, but how many of the public are prepared to endure his theological strictures to come to it?",,,,
p00428,chapter,3,"He convolutes and wreathes his melodies with such a forcing of rhyme and such a thicket of peculiar and ill-founded analogies, that his meaning is hard to discern.","He convolutes and wreathes his melodies with such a forcing of rhyme and such a thicket of peculiar and ill-founded analogies, that his meaning is hard to discern.",,,,
p00429,chapter,3,"When I read Ash, I think of the younger Coleridge, reciting with gusto his epigram upon Donne: With Donne whose muse on dromedary trots Wreathe iron pokers into true-love knots.","When I read Ash, I think of the younger Coleridge, reciting with gusto his epigram upon Donne: With Donne whose muse on dromedary trots Wreathe iron pokers into true-love knots.",,,,
p00430,chapter,3,This passage was already well known to Ash scholars and had been extensively quoted.,This passage was already well known to Ash scholars and had been extensively quoted.,,,,
p00431,chapter,3,"Roland liked Crabb Robinson, a man of indefatigable good will, intellectual curiosity, delight in literature and learning, and yet full of self-deprecation.","Roland liked Crabb Robinson, a man of indefatigable good will, intellectual curiosity, delight in literature and learning, and yet full of self-deprecation.",,,,
